provincia,municipio,poblacion
Madrid,Lozoyuela-Navas-Sieteiglesias,1093
Madrid,Madrid,3255944
Madrid,Majadahonda,68110
Madrid,Manzanares el Real,7244
Madrid,Meco,12419
Madrid,Mejorada del Campo,22488
Madrid,Miraflores de la Sierra,5947
Madrid,Molar (El),7392
Madrid,Molinos (Los),4537
Madrid,Moraleja de Enmedio,4712
Madrid,Moralzarzal,11582
Madrid,Morata de Tajuña,7262
Madrid,Móstoles,206478
Madrid,Navacerrada,2710
Madrid,Navalafuente,1140
Madrid,Navalagamella,2306
Madrid,Navalcarnero,21584
Madrid,Navas del Rey,2529
Madrid,Nuevo Baztán,6168
Madrid,Orusco de Tajuña,1197
Madrid,Paracuellos de Jarama,14329
Madrid,Parla,115611
Madrid,Patones,507
Madrid,Pedrezuela,4224
Madrid,Pelayos de la Presa,2537
Madrid,Perales de Tajuña,2858
Madrid,Pezuela de las Torres,826
Madrid,Pinto,43501
Madrid,Pozuelo de Alarcón,82428
Madrid,Pozuelo del Rey,801
Madrid,Puentes Viejas,623
Madrid,Quijorna,2810
Madrid,Rascafría,1998
Madrid,Ribatejada,625
Madrid,Rivas-Vaciamadrid,68405
Madrid,Robledo de Chavela,3812
Madrid,Rozas de Madrid (Las),86340
Madrid,San Agustín del Guadalix,11133
Madrid,San Fernando de Henares,40981
Madrid,San Lorenzo de El Escorial,17889
Madrid,San Martín de la Vega,18256
Madrid,San Martín de Valdeiglesias,8048
Madrid,San Sebastián de los Reyes,75912
Madrid,Santa María de la Alameda,1184
Madrid,Santorcaz,825
Madrid,Santos de la Humosa (Los),2139
Madrid,Serranillos del Valle,3417
Madrid,Sevilla la Nueva,8234
Madrid,Soto del Real,8294
Madrid,Talamanca de Jarama,2689
Madrid,Tielmes,2545
Madrid,Titulcia,1162
Madrid,Torrejón de Ardoz,118162
Madrid,Torrejón de la Calzada,6701
Madrid,Torrejón de Velasco,4049
Madrid,Torrelaguna,4853
Madrid,Torrelodones,21781
Madrid,Torremocha de Jarama,769
Madrid,Torres de la Alameda,7776
Madrid,Tres Cantos,41064
Madrid,Valdaracete,692
Madrid,Valdeavero,1255
Madrid,Valdelaguna,872
Madrid,Valdemanco,975
Madrid,Valdemaqueda,858
Madrid,Valdemorillo,11045
Madrid,Valdemoro,62750
Madrid,Valdeolmos-Alalpardo,3035
Madrid,Valdetorres de Jarama,3847
Madrid,Valdilecha,2794
Madrid,Velilla de San Antonio,11553
Madrid,Vellón (El),1680
Madrid,Venturada,1682
Madrid,Villa del Prado,6368
Madrid,Villaconejos,3389
Madrid,Villalbilla,8923
Madrid,Villamanrique de Tajo,786
Madrid,Villamanta,2441
Madrid,Villamantilla,858
Madrid,Villanueva de la Cañada,16804
Madrid,Villanueva de Perales,1326
Madrid,Villanueva del Pardillo,15087
Madrid,Villar del Olmo,2119
Madrid,Villarejo de Salvanés,7451
Madrid,Villaviciosa de Odón,26475
Madrid,Zarzalejo,1488
Murcia,Abanilla,6589
Murcia,Abarán,12991
Murcia,Águilas,34533
Murcia,Albudeite,1369
Murcia,Alcantarilla,41084
Murcia,Alcázares (Los),15619
Murcia,Aledo,1066
Murcia,Alguazas,8978
Murcia,Alhama de Murcia,19860
Murcia,Archena,18202
Murcia,Beniel,10933
Murcia,Blanca,6370
Murcia,Bullas,12493
Murcia,Calasparra,10759
Murcia,Campos del Río,2210
Murcia,Caravaca de la Cruz,26415
Murcia,Cartagena,211996
Murcia,Cehegín,16235
Murcia,Ceutí,10174
Murcia,Cieza,35200
Murcia,Fortuna,9583
Murcia,Fuente Álamo de Murcia,14876
Murcia,Jumilla,25685
Murcia,Librilla,4534
Murcia,Lorca,91906
Murcia,Lorquí,6996
Murcia,Mazarrón,35221
Murcia,Molina de Segura,64065
Murcia,Moratalla,8455
Murcia,Mula,16941
Murcia,Murcia,436870
Murcia,Ojós,584
Murcia,Pliego,4034
Murcia,Puerto Lumbreras,13947
Murcia,Ricote,1519
Murcia,San Javier,31432
Murcia,San Pedro del Pinatar,23738
Murcia,Santomera,15319
Murcia,Torre-Pacheco,31495
Murcia,Torres de Cotillas (Las),21062
Murcia,Totana,29211
Murcia,Ulea,939
Murcia,Unión (La),17737
Murcia,Villanueva del Río Segura,2270
Murcia,Yecla,35025
Navarra,Abárzuza,574
Navarra,Ablitas,2599
Navarra,Aibar/Oibar,911
Navarra,Allín,814
Navarra,Allo,1078
Navarra,Altsasu/Alsasua,7623
Navarra,Améscoa Baja,811
Navarra,Andosilla,2996
Navarra,Añorbe,537
Navarra,Ansoáin,10500
Navarra,Aoiz/Agoitz,2464
Navarra,Araitz,582
Navarra,Arakil,952
Navarra,Aranguren,7139
Navarra,Arantza,641
Navarra,Arbizu,1060
Navarra,Arcos (Los),1277
Navarra,Arguedas,2420
Navarra,Arróniz,1135
Navarra,Artajona,1746
Navarra,Ayegui,1667
Navarra,Azagra,3664
Navarra,Barañain,22110
Navarra,Barásoain,631
Navarra,Basaburua,851
Navarra,Baztan,8127
Navarra,Bera/Vera de Bidasoa,3691
Navarra,Berbinzana,687
Navarra,Beriáin,3651
Navarra,Berrioplano,4344
Navarra,Berriozar,9020
Navarra,Bertizarana,645
Navarra,Buñuel,2404
Navarra,Burlada/Burlata,18595
Navarra,Cabanillas,1483
Navarra,Cadreita,2052
Navarra,Caparroso,2717
Navarra,Cárcar,1176
Navarra,Carcastillo,2617
Navarra,Cascante,4034
Navarra,Cáseda,1039
Navarra,Castejón,4235
Navarra,Cendea de Olza/Oltza Zendea,1576
Navarra,Cintruénigo,7636
Navarra,Cizur,3110
Navarra,Corella,8031
Navarra,Cortes,3404
Navarra,Dicastillo,710
Navarra,Doneztebe/Santesteban,1647
Navarra,Egüés,10787
Navarra,Erro,777
Navarra,Estella/Lizarra,14238
Navarra,Esteribar,2105
Navarra,Etxalar,823
Navarra,Etxarri-Aranatz,2460
Navarra,Etxauri,583
Navarra,Ezcabarte,1661
Navarra,Falces,2641
Navarra,Fitero,2222
Navarra,Fontellas,910
Navarra,Funes,2379
Navarra,Fustiñana,2624
Navarra,Galar,1628
Navarra,Garínoain,511
Navarra,Goizueta,780
Navarra,Huarte/Uharte,5858
Navarra,Igantzi,629
Navarra,Irurtzun,2225
Navarra,Iza,982
Navarra,Juslapeña,569
Navarra,Lakuntza,1205
Navarra,Larraga,2121
Navarra,Larraun,1023
Navarra,Leitza,2920
Navarra,Lekunberri,1386
Navarra,Lerín,1905
Navarra,Lesaka,2808
Navarra,Lodosa,4939
Navarra,Lumbier,1397
Navarra,Marcilla,2834
Navarra,Mélida,780
Navarra,Mendavia,3814
Navarra,Mendigorría,1062
Navarra,Milagro,3394
Navarra,Miranda de Arga,957
Navarra,Monteagudo,1168
Navarra,Murchante,3672
Navarra,Murillo el Cuende,648
Navarra,Murillo el Fruto,730
Navarra,Noáin (Valle de Elorz)/Noain (Elortzibar),6806
Navarra,Obanos,979
Navarra,Ochagavía/Otsagabia,614
Navarra,Olazti/Olazagutía,1737
Navarra,Olite,3650
Navarra,Orkoien,3320
Navarra,Oteiza,969
Navarra,Pamplona/Iruña,198491
Navarra,Peralta,6056
Navarra,Pitillas,556
Navarra,Puente la Reina/Gares,2841
Navarra,Ribaforada,3638
Navarra,San Adrián,6201
Navarra,Sangüesa/Zangoza,5210
Navarra,Santacara,956
Navarra,Sartaguda,1407
Navarra,Sesma,1286
Navarra,Sunbilla,659
Navarra,Tafalla,11394
Navarra,Tiebas-Muruarte de Reta,629
Navarra,Tudela,34717
Navarra,Uharte-Arakil,841
Navarra,Ultzama,1663
Navarra,Urdiain,704
Navarra,Valle de Yerri/Deierri,1548
Navarra,Valtierra,2569
Navarra,Viana,3812
Navarra,Villafranca,3020
Navarra,Villatuerta,1069
Navarra,Villava/Atarrabia,10642
Navarra,Zizur Mayor/Zizur Nagusia,13345
Álava,Alegría-Dulantzi,2620
Álava,Amurrio,10089
Álava,Aramaio,1499
Álava,Arraia-Maeztu,710
Álava,Arrazua-Ubarrundia,921
Álava,Artziniega,1818
Álava,Asparrena,1644
Álava,Ayala/Aiara,2763
Álava,Barrundia,875
Álava,Bernedo,575
Álava,Campezo/Kanpezu,1118
Álava,Elburgo/Burgelu,541
Álava,Elciego,1046
Álava,Erriberagoitia/Ribera Alta,728
Álava,Iruña Oka/Iruña de Oca,2887
Álava,Labastida/Bastida,1494
Álava,Laguardia,1510
Álava,Lanciego/Lantziego,677
Álava,Lantarón,982
Álava,Lapuebla de Labarca,877
Álava,Laudio/Llodio,18314
Álava,Legutiano,1643
Álava,Okondo,1087
Álava,Oyón-Oion,3150
Álava,Ribera Baja/Erribera Beitia,1198
Álava,Salvatierra/Agurain,4801
Álava,San Millán/Donemiliaga,711
Álava,Urkabustaiz,1196
Álava,Valdegovía/Gaubea,1098
Álava,Vitoria-Gasteiz,235661
Álava,Zigoitia,1649
Álava,Zuia,2390
Guipúzcoa,Aia,1958
Guipúzcoa,Aizarnazabal,669
Guipúzcoa,Alegia,1733
Guipúzcoa,Amezketa,990
Guipúzcoa,Andoain,14679
Guipúzcoa,Anoeta,1851
Guipúzcoa,Antzuola,2168
Guipúzcoa,Aretxabaleta,6689
Guipúzcoa,Arrasate/Mondragón,22064
Guipúzcoa,Asteasu,1478
Guipúzcoa,Astigarraga,4678
Guipúzcoa,Ataun,1671
Guipúzcoa,Azkoitia,11266
Guipúzcoa,Azpeitia,14375
Guipúzcoa,Beasain,13557
Guipúzcoa,Berastegi,1033
Guipúzcoa,Bergara,14707
Guipúzcoa,Berrobi,600
Guipúzcoa,Bidegoian,510
Guipúzcoa,Deba,5408
Guipúzcoa,Donostia-San Sebastián,185357
Guipúzcoa,Eibar,27419
Guipúzcoa,Elgeta,1069
Guipúzcoa,Elgoibar,11220
Guipúzcoa,Errenteria,38767
Guipúzcoa,Errezil,628
Guipúzcoa,Eskoriatza,4063
Guipúzcoa,Ezkio-Itsaso,589
Guipúzcoa,Getaria,2628
Guipúzcoa,Hernani,19289
Guipúzcoa,Hondarribia,16458
Guipúzcoa,Ibarra,4335
Guipúzcoa,Idiazabal,2264
Guipúzcoa,Irun,60951
Guipúzcoa,Irura,1515
Guipúzcoa,Itsasondo,649
Guipúzcoa,Lasarte-Oria,17782
Guipúzcoa,Lazkao,5354
Guipúzcoa,Legazpi,8715
Guipúzcoa,Legorreta,1494
Guipúzcoa,Lezo,6003
Guipúzcoa,Lizartza,641
Guipúzcoa,Mendaro,1907
Guipúzcoa,Mutriku,4979
Guipúzcoa,Oiartzun,9894
Guipúzcoa,Olaberria,968
Guipúzcoa,Oñati,10896
Guipúzcoa,Ordizia,9732
Guipúzcoa,Orio,5026
Guipúzcoa,Ormaiztegi,1323
Guipúzcoa,Pasaia,15990
Guipúzcoa,Segura,1391
Guipúzcoa,Soraluze/Placencia de las Armas,3990
Guipúzcoa,Tolosa,18044
Guipúzcoa,Urnieta,6135
Guipúzcoa,Urretxu,6912
Guipúzcoa,Usurbil,5919
Guipúzcoa,Villabona,5783
Guipúzcoa,Zaldibia,1525
Guipúzcoa,Zarautz,22627
Guipúzcoa,Zegama,1492
Guipúzcoa,Zestoa,3479
Guipúzcoa,Zizurkil,2797
Guipúzcoa,Zumaia,9285
Guipúzcoa,Zumarraga,10104
Vizcaya,Abadiño,7260
Vizcaya,Abanto y Ciérvana-Abanto Zierbena,9647
Vizcaya,Alonsotegi,2835
Vizcaya,Amorebieta-Etxano,17842
Vizcaya,Areatza,1131
Vizcaya,Arrankudiaga,909
Vizcaya,Arrieta,551
Vizcaya,Arrigorriaga,12435
Vizcaya,Artea,751
Vizcaya,Artzentales,712
Vizcaya,Atxondo,1454
Vizcaya,Aulesti,683
Vizcaya,Bakio,2313
Vizcaya,Balmaseda,7270
Vizcaya,Barakaldo,98460
Vizcaya,Barrika,1449
Vizcaya,Basauri,42657
Vizcaya,Bedia,962
Vizcaya,Berango,6588
Vizcaya,Bermeo,16937
Vizcaya,Berriatua,1309
Vizcaya,Berriz,4888
Vizcaya,Bilbao,354860
Vizcaya,Busturia,1746
Vizcaya,Derio,5307
Vizcaya,Dima,1305
Vizcaya,Durango,28229
Vizcaya,Ea,905
Vizcaya,Elorrio,7227
Vizcaya,Erandio,24262
Vizcaya,Ermua,16252
Vizcaya,Errigoiti,513
Vizcaya,Etxebarri,9171
Vizcaya,Etxebarria,831
Vizcaya,Forua,1016
Vizcaya,Galdakao,29226
Vizcaya,Galdames,837
Vizcaya,Gamiz-Fika,1318
Vizcaya,Gatika,1559
Vizcaya,Gautegiz Arteaga,875
Vizcaya,Gernika-Lumo,16244
Vizcaya,Getxo,80770
Vizcaya,Gordexola,1741
Vizcaya,Gorliz,5400
Vizcaya,Güeñes,6349
Vizcaya,Ibarrangelu,616
Vizcaya,Igorre,4238
Vizcaya,Ispaster,662
Vizcaya,Iurreta,3837
Vizcaya,Karrantza Harana/Valle de Carranza,2810
Vizcaya,Larrabetzu,1874
Vizcaya,Laukiz,1082
Vizcaya,Leioa,30079
Vizcaya,Lekeitio,7477
Vizcaya,Lemoa,3158
Vizcaya,Lemoiz,1028
Vizcaya,Lezama,2465
Vizcaya,Loiu,2290
Vizcaya,Mallabia,1178
Vizcaya,Markina-Xemein,4947
Vizcaya,Maruri-Jatabe,898
Vizcaya,Meñaka,678
Vizcaya,Mundaka,1933
Vizcaya,Mungia,16209
Vizcaya,Muskiz,7216
Vizcaya,Muxika,1473
Vizcaya,Ondarroa,8921
Vizcaya,Orozko,2409
Vizcaya,Ortuella,8520
Vizcaya,Otxandio,1232
Vizcaya,Plentzia,4302
Vizcaya,Portugalete,48105
Vizcaya,Santurtzi,46978
Vizcaya,Sestao,29476
Vizcaya,Sondika,4536
Vizcaya,Sopelana,12359
Vizcaya,Sopuerta,2504
Vizcaya,Trucios-Turtzioz,532
Vizcaya,Ugao-Miraballes,4029
Vizcaya,Urduliz,3338
Vizcaya,Urduña/Orduña,4220
Vizcaya,Valle de Trápaga-Trapagaran,12353
Vizcaya,Zaldibar,3014
Vizcaya,Zalla,8186
Vizcaya,Zamudio,3203
Vizcaya,Zaratamo,1735
Vizcaya,Zeanuri,1330
Vizcaya,Zeberio,1054
Vizcaya,Zierbena,1382
Alicante/Alacant,Adsubia,693
Alicante/Alacant,Agost,4810
Alicante/Alacant,Agres,619
Alicante/Alacant,Aigües,1064
Alicante/Alacant,Albatera,11745
Alicante/Alacant,Alcalalí,1507
Alicante/Alacant,Alcoy/Alcoi,61552
Alicante/Alacant,Alfàs del Pi (l'),21011
Alicante/Alacant,Algorfa,4346
Alicante/Alacant,Algueña,1551
Alicante/Alacant,Alicante/Alacant,334757
Alicante/Alacant,Almoradí,19147
Alicante/Alacant,Alqueria d'Asnar (l'),508
Alicante/Alacant,Altea,23780
Alicante/Alacant,Aspe,20180
Alicante/Alacant,Banyeres de Mariola,7240
Alicante/Alacant,Beneixama,1811
Alicante/Alacant,Benejúzar,5467
Alicante/Alacant,Benferri,1876
Alicante/Alacant,Beniarbeig,1997
Alicante/Alacant,Beniarrés,1323
Alicante/Alacant,Benidoleig,1275
Alicante/Alacant,Benidorm,71034
Alicante/Alacant,Benigembla,589
Alicante/Alacant,Benijófar,3976
Alicante/Alacant,Benilloba,839
Alicante/Alacant,Benissa,13221
Alicante/Alacant,Benitachell/Poble Nou de Benitatxell (el),5399
Alicante/Alacant,Biar,3723
Alicante/Alacant,Bigastro,6744
Alicante/Alacant,Busot,3148
Alicante/Alacant,Callosa d'En Sarrià,8056
Alicante/Alacant,Callosa de Segura,17924
Alicante/Alacant,Calpe/Calp,29666
Alicante/Alacant,Campello (el),26511
Alicante/Alacant,Cañada,1231
Alicante/Alacant,Castalla,10327
Alicante/Alacant,Castell de Castells,508
Alicante/Alacant,Catral,8745
Alicante/Alacant,Cocentaina,11467
Alicante/Alacant,Cox,6826
Alicante/Alacant,Crevillent,28609
Alicante/Alacant,Daya Nueva,1942
Alicante/Alacant,Daya Vieja,674
Alicante/Alacant,Dénia,44464
Alicante/Alacant,Dolores,7427
Alicante/Alacant,Elche/Elx,230112
Alicante/Alacant,Elda,55168
Alicante/Alacant,Finestrat,6137
Alicante/Alacant,Fondó de les Neus (el)/Hondón de las Nieves,2862
Alicante/Alacant,Formentera del Segura,4285
Alicante/Alacant,Gata de Gorgos,6291
Alicante/Alacant,Granja de Rocamora,2362
Alicante/Alacant,Guardamar del Segura,16329
Alicante/Alacant,Hondón de los Frailes,1214
Alicante/Alacant,Ibi,24113
Alicante/Alacant,Jacarilla,2096
Alicante/Alacant,Jávea/Xàbia,31593
Alicante/Alacant,Jijona/Xixona,7516
Alicante/Alacant,Llíber,1057
Alicante/Alacant,Lorcha/Orxa (l'),749
Alicante/Alacant,Monforte del Cid,7366
Alicante/Alacant,Monóvar/Monòver,13060
Alicante/Alacant,Montesinos (Los),4949
Alicante/Alacant,Murla,612
Alicante/Alacant,Muro de Alcoy,8893
Alicante/Alacant,Mutxamel,22510
Alicante/Alacant,Novelda,27135
Alicante/Alacant,Nucia (la),17874
Alicante/Alacant,Ondara,6546
Alicante/Alacant,Onil,7771
Alicante/Alacant,Orba,2616
Alicante/Alacant,Orihuela,86164
Alicante/Alacant,Orxeta,870
Alicante/Alacant,Parcent,1081
Alicante/Alacant,Pedreguer,7602
Alicante/Alacant,Pego,11133
Alicante/Alacant,Petrer,34523
Alicante/Alacant,Pilar de la Horadada,22050
Alicante/Alacant,Pinós (el)/Pinoso,7689
Alicante/Alacant,Planes,844
Alicante/Alacant,Poblets (els),3288
Alicante/Alacant,Polop,4245
Alicante/Alacant,Rafal,4135
Alicante/Alacant,Ràfol d'Almúnia (El),697
Alicante/Alacant,Redován,7335
Alicante/Alacant,Relleu,1262
Alicante/Alacant,Rojales,20510
Alicante/Alacant,Romana (la),2576
Alicante/Alacant,Salinas,1596
Alicante/Alacant,San Fulgencio,12030
Alicante/Alacant,San Isidro,1806
Alicante/Alacant,San Miguel de Salinas,8135
Alicante/Alacant,San Vicente del Raspeig/Sant Vicent del Raspeig,53126
Alicante/Alacant,Sanet y Negrals,734
Alicante/Alacant,Sant Joan d'Alacant,21939
Alicante/Alacant,Santa Pola,31760
Alicante/Alacant,Sax,10054
Alicante/Alacant,Sella,652
Alicante/Alacant,Senija,636
Alicante/Alacant,Tàrbena,792
Alicante/Alacant,Teulada,14620
Alicante/Alacant,Tibi,1719
Alicante/Alacant,Torremanzanas/Torre de les Maçanes (la),742
Alicante/Alacant,Torrevieja,101792
Alicante/Alacant,Vall de Gallinera,664
Alicante/Alacant,Vall de Laguar (la),987
Alicante/Alacant,Verger (el),4865
Alicante/Alacant,Villajoyosa/Vila Joiosa (la),33797
Alicante/Alacant,Villena,35222
Alicante/Alacant,Xaló,3235
Castellón/Castelló,Albocàsser,1447
Castellón/Castelló,Alcalà de Xivert,7926
Castellón/Castelló,Alcora (l'),11150
Castellón/Castelló,Alfondeguilla,860
Castellón/Castelló,Almazora/Almassora,24963
Castellón/Castelló,Almenara,5926
Castellón/Castelló,Alquerías del Niño Perdido,4284
Castellón/Castelló,Altura,3920
Castellón/Castelló,Artana,1969
Castellón/Castelló,Atzeneta del Maestrat,1424
Castellón/Castelló,Benasal,1340
Castellón/Castelló,Benicarló,26655
Castellón/Castelló,Benicasim/Benicàssim,18098
Castellón/Castelló,Benlloch,1175
Castellón/Castelló,Betxí,5902
Castellón/Castelló,Borriana/Burriana,34565
Castellón/Castelló,Borriol,5025
Castellón/Castelló,Cabanes,3128
Castellón/Castelló,Càlig,2198
Castellón/Castelló,Canet lo Roig,882
Castellón/Castelló,Castellnovo,1081
Castellón/Castelló,Castellón de la Plana/Castelló de la Plana,180005
Castellón/Castelló,Catí,859
Castellón/Castelló,Caudiel,712
Castellón/Castelló,Cervera del Maestre,730
Castellón/Castelló,Chert/Xert,906
Castellón/Castelló,Chilches/Xilxes,2872
Castellón/Castelló,Costur,574
Castellón/Castelló,Coves de Vinromà (les),2052
Castellón/Castelló,Culla,637
Castellón/Castelló,Eslida,915
Castellón/Castelló,Figueroles,584
Castellón/Castelló,Forcall,527
Castellón/Castelló,Geldo,706
Castellón/Castelló,Jana (la),820
Castellón/Castelló,Jérica,1672
Castellón/Castelló,Llosa (la),962
Castellón/Castelló,Lucena del Cid,1585
Castellón/Castelló,Moncofa,6014
Castellón/Castelló,Montanejos,617
Castellón/Castelló,Morella,2822
Castellón/Castelló,Navajas,787
Castellón/Castelló,Nules,13490
Castellón/Castelló,Onda,25691
Castellón/Castelló,Oropesa del Mar/Orpesa,11188
Castellón/Castelló,Peníscola/Peñíscola,7894
Castellón/Castelló,Pobla Tornesa (la),1106
Castellón/Castelló,Ribesalbes,1373
Castellón/Castelló,Rossell,1187
Castellón/Castelló,Salzadella (la),838
Castellón/Castelló,San Rafael del Río,546
Castellón/Castelló,Sant Joan de Moró,2893
Castellón/Castelló,Sant Jordi/San Jorge,1042
Castellón/Castelló,Sant Mateu,2187
Castellón/Castelló,Santa Magdalena de Pulpis,873
Castellón/Castelló,Segorbe,9244
Castellón/Castelló,Sierra Engarcerán,1039
Castellón/Castelló,Soneja,1525
Castellón/Castelló,Sueras/Suera,654
Castellón/Castelló,Tales,883
Castellón/Castelló,Tírig,554
Castellón/Castelló,Torreblanca,6115
Castellón/Castelló,Traiguera,1695
Castellón/Castelló,Useras/Useres (les),1005
Castellón/Castelló,Vall d'Alba,2951
Castellón/Castelló,Vall d'Uixó (la),32924
Castellón/Castelló,Vila-real,51205
Castellón/Castelló,Vilafamés,2017
Castellón/Castelló,Vilanova d'Alcolea,698
Castellón/Castelló,Vilavella (la),3397
Castellón/Castelló,Villafranca del Cid/Vilafranca,2521
Castellón/Castelló,Vinaròs,28273
Castellón/Castelló,Viver,1754
Valencia/València,Ademuz,1286
Valencia/València,Ador,1474
Valencia/València,Agullent,2449
Valencia/València,Aielo de Malferit,4679
Valencia/València,Alaquàs,30392
Valencia/València,Albaida,6449
Valencia/València,Albal,15443
Valencia/València,Albalat de la Ribera,3590
Valencia/València,Albalat dels Sorells,3849
Valencia/València,Albalat dels Tarongers,1113
Valencia/València,Alberic,11175
Valencia/València,Alborache,1209
Valencia/València,Alboraya,22405
Valencia/València,Albuixech,3880
Valencia/València,Alcàntera de Xúquer,1444
Valencia/València,Alcàsser,9103
Valencia/València,Alcublas,818
Valencia/València,Alcúdia (l'),11378
Valencia/València,Alcúdia de Crespins (l'),5230
Valencia/València,Aldaia,29914
Valencia/València,Alfafar,20853
Valencia/València,Alfara de Algimia,538
Valencia/València,Alfara del Patriarca,3032
Valencia/València,Alfarp,1543
Valencia/València,Alfarrasí,1296
Valencia/València,Algar de Palancia,558
Valencia/València,Algemesí,28308
Valencia/València,Algimia de Alfara,1086
Valencia/València,Alginet,13226
Valencia/València,Almàssera,7135
Valencia/València,Almoines,2395
Valencia/València,Almussafes,8300
Valencia/València,Alpuente,805
Valencia/València,Alqueria de la Comtessa (l'),1492
Valencia/València,Alzira,44690
Valencia/València,Anna,2774
Valencia/València,Antella,1498
Valencia/València,Atzeneta d'Albaida,1282
Valencia/València,Ayora,5444
Valencia/València,Barx,1477
Valencia/València,Barxeta,1669
Valencia/València,Bèlgida,716
Valencia/València,Bellreguard,4736
Valencia/València,Benaguasil,11011
Valencia/València,Benavites,637
Valencia/València,Beneixida,703
Valencia/València,Benetússer,15313
Valencia/València,Beniarjó,1783
Valencia/València,Benicolet,630
Valencia/València,Benicull de Xúquer,993
Valencia/València,Benifaió,12204
Valencia/València,Benifairó de la Valldigna,1683
Valencia/València,Benifairó de les Valls,2137
Valencia/València,Benigánim,6469
Valencia/València,Benimodo,2268
Valencia/València,Benimuslem,618
Valencia/València,Beniparrell,1949
Valencia/València,Benirredrà,1642
Valencia/València,Benisanó,2224
Valencia/València,Bétera,20740
Valencia/València,Bicorp,583
Valencia/València,Bocairent,4541
Valencia/València,Bolbaite,1439
Valencia/València,Bonrepòs i Mirambell,3358
Valencia/València,Bugarra,867
Valencia/València,Buñol,10062
Valencia/València,Burjassot,38433
Valencia/València,Camporrobles,1439
Valencia/València,Canals,13941
Valencia/València,Canet d'En Berenguer,5569
Valencia/València,Carcaixent,21735
Valencia/València,Càrcer,2109
Valencia/València,Carlet,15527
Valencia/València,Casinos,2585
Valencia/València,Castelló de Rugat,2433
Valencia/València,Catadau,2729
Valencia/València,Catarroja,27035
Valencia/València,Caudete de las Fuentes,800
Valencia/València,Chella,2807
Valencia/València,Chelva,1782
Valencia/València,Chera,611
Valencia/València,Cheste,8270
Valencia/València,Chiva,14167
Valencia/València,Chulilla,779
Valencia/València,Cofrentes,947
Valencia/València,Corbera,3325
Valencia/València,Cortes de Pallás,909
Valencia/València,Cullera,24121
Valencia/València,Daimús,3068
Valencia/València,Domeño,735
Valencia/València,Eliana (l'),16552
Valencia/València,Emperador,586
Valencia/València,Enguera,5902
Valencia/València,Ènova (l'),1018
Valencia/València,Estivella,1352
Valencia/València,Faura,3535
Valencia/València,Favara,2265
Valencia/València,Foios,6671
Valencia/València,Font d'En Carròs (la),4178
Valencia/València,Font de la Figuera (la),2224
Valencia/València,Fontanars dels Alforins,1024
Valencia/València,Fortaleny,997
Valencia/València,Fuenterrobles,733
Valencia/València,Gandia,80020
Valencia/València,Gavarda,1162
Valencia/València,Genovés,2791
Valencia/València,Gestalgar,718
Valencia/València,Gilet,2983
Valencia/València,Godella,13240
Valencia/València,Godelleta,3329
Valencia/València,Guadassuar,6163
Valencia/València,Higueruelas,523
Valencia/València,Jalance,1012
Valencia/València,Jarafuel,816
Valencia/València,Llanera de Ranes,1107
Valencia/València,Llaurí,1313
Valencia/València,Llíria,22706
Valencia/València,Llocnou d'En Fenollet,854
Valencia/València,Llocnou de Sant Jeroni,582
Valencia/València,Llombai,2811
Valencia/València,Llosa de Ranes (la),3968
Valencia/València,Llutxent,2588
Valencia/València,Loriguilla,1433
Valencia/València,Losa del Obispo,557
Valencia/València,Macastre,1331
Valencia/València,Manises,30508
Valencia/València,Manuel,2670
Valencia/València,Marines,1771
Valencia/València,Masalavés,1665
Valencia/València,Massalfassar,2215
Valencia/València,Massamagrell,15210
Valencia/València,Massanassa,8968
Valencia/València,Meliana,10395
Valencia/València,Millares,502
Valencia/València,Miramar,2333
Valencia/València,Mislata,43756
Valencia/València,Mogente/Moixent,4734
Valencia/València,Moncada,21900
Valencia/València,Montaverner,1824
Valencia/València,Montesa,1390
Valencia/València,Montitxelvo/Montichelvo,654
Valencia/València,Montroy,2804
Valencia/València,Montserrat,6421
Valencia/València,Museros,5623
Valencia/València,Náquera,5680
Valencia/València,Navarrés,3238
Valencia/València,Novelé/Novetlè,832
Valencia/València,Oliva,28419
Valencia/València,Olleria (l'),8692
Valencia/València,Olocau,1479
Valencia/València,Ontinyent,37735
Valencia/València,Paiporta,23519
Valencia/València,Palma de Gandía,1887
Valencia/València,Palmera,947
Valencia/València,Palomar (el),572
Valencia/València,Paterna,64023
Valencia/València,Pedralba,2831
Valencia/València,Petrés,973
Valencia/València,Picanya,11053
Valencia/València,Picassent,19786
Valencia/València,Piles,2878
Valencia/València,Pobla de Farnals (la),7340
Valencia/València,Pobla de Vallbona (la),20431
Valencia/València,Pobla del Duc (la),2561
Valencia/València,Pobla Llarga (la),4577
Valencia/València,Polinyà de Xúquer,2492
Valencia/València,Potríes,1028
Valencia/València,Puçol,19018
Valencia/València,Puig,8670
Valencia/València,Quart de les Valls,1083
Valencia/València,Quart de Poblet,25499
Valencia/València,Quartell,1468
Valencia/València,Quatretonda,2513
Valencia/València,Quesa,738
Valencia/València,Rafelbuñol/Rafelbunyol,8067
Valencia/València,Rafelcofer,1510
Valencia/València,Rafelguaraf,2483
Valencia/València,Real de Gandía,2184
Valencia/València,Real de Montroi,2329
Valencia/València,Requena,21278
Valencia/València,Riba-roja de Túria,20468
Valencia/València,Riola,1829
